MaMDID,Group,ANS,INA,IOB,MT,NAW,NBC,NO,PBD,PZT,ZS
1,AfrAm,1,1,3,1,3,0,0,0,0,2
2,AfrAm,2,2,3,1,1,1,0,0,1,2
3,AfrAm,1,1,3,2,2,0,0,0,2,2
4,AfrAm,1,1,3,1,3,0,1,1,1,1
5,AfrAm,1,3,3,2,2,0,0,1,1,2
6,AfrAm,1,1,3,2,3,0,0,0,3,2
7,AfrAm,1,1,3,2,3,1,0,0,1,0
8,AfrAm,1,1,3,3,2,0,0,0,2,1
9,AfrAm,1,1,3,3,3,0,0,0,0,2
10,AfrAm,1,2,3,2,3,2,1,0,2,1
11,AfrAm,1,1,3,1,2,0,0,1,1,2
12,AfrAm,2,3,2,3,2,4,0,0,3,0
13,AfrAm,1,3,2,1,2,4,0,0,2,1
14,AfrAm,2,2,3,2,3,2,1,1,1,1
15,AfrAm,2,2,2,1,3,1,0,0,3,1
16,AfrAm,2,3,2,1,3,1,0,1,1,1
17,AfrAm,2,3,1,1,2,3,1,0,1,2
18,AfrAm,1,2,2,2,3,1,1,1,1,1
19,AfrAm,2,4,1,1,2,1,1,1,1,1
20,AfrAm,2,2,3,1,3,1,0,0,1,1
21,AfrAm,2,2,2,1,2,1,0,0,1,2
22,AfrAm,1,3,2,2,3,1,0,0,1,1
23,AfrAm,2,2,3,0,3,4,0,0,2,1
24,AfrAm,2,4,2,0,2,4,0,1,3,1
25,AfrAm,2,5,2,1,2,3,0,0,1,1
26,AfrAm,2,3,2,0,2,1,1,1,1,1
27,AfrAm,3,3,3,1,2,3,1,0,2,1
28,AfrAm,3,2,3,2,3,3,0,0,2,2
29,AfrAm,2,3,3,2,3,3,0,1,2,2
30,AfrAm,1,1,3,2,3,2,1,0,3,2
31,AfrAm,2,4,3,1,2,1,1,0,1,1
32,AfrAm,2,1,3,1,2,4,0,1,1,1
33,AfrAm,1,3,2,1,2,3,0,1,1,1
34,AfrAm,1,2,3,0,3,0,0,0,2,0
35,AfrAm,2,3,3,1,3,0,0,0,2,0
36,AfrAm,1,2,3,0,2,3,1,0,1,1
37,AfrAm,2,2,3,1,3,3,1,1,2,1
38,AfrAm,2,4,2,1,2,1,1,0,1,1
39,AfrAm,1,3,3,2,3,1,0,1,0,1
40,AfrAm,2,3,3,1,2,3,0,0,1,0
41,AfrAm,2,3,3,1,3,1,1,0,2,1
42,AfrAm,1,3,3,1,3,1,0,1,1,1
43,AfrAm,3,4,3,2,2,3,0,1,1,0
44,AfrAm,2,3,2,3,2,2,0,0,1,0
45,AfrAm,2,1,2,0,2,4,0,0,2,1
46,AfrAm,2,3,2,0,2,1,0,0,3,0
47,AfrAm,2,3,3,0,2,3,0,1,2,0
48,AfrAm,2,2,1,1,2,3,0,0,2,1
49,AfrAm,2,4,3,1,3,1,0,1,2,1
50,AfrAm,1,3,2,0,3,0,0,0,3,1
51,AfrAm,1,3,2,1,3,1,0,1,0,1
52,AfrAm,3,3,2,1,2,3,0,0,0,0
53,AfrAm,2,4,2,3,2,3,0,1,1,1
54,AfrAm,2,3,2,2,2,3,1,1,2,0
55,AfrAm,1,3,3,1,3,3,1,0,3,1
56,AfrAm,3,3,2,2,3,0,1,1,1,2
57,AfrAm,1,2,2,3,3,0,0,0,1,2
58,AfrAm,1,2,2,1,3,0,0,0,1,2
59,AfrAm,2,2,2,2,3,4,1,0,2,2
60,AfrAm,3,4,3,2,2,1,1,0,2,2
61,AfrAm,3,3,2,3,2,2,1,1,2,2
62,AfrAm,2,3,1,2,2,3,0,1,2,1
63,AfrAm,2,4,2,2,3,4,1,0,3,2
64,AfrAm,2,3,2,2,2,3,1,1,3,2
65,AfrAm,2,3,3,0,3,3,0,1,2,0
66,AfrAm,2,3,2,1,3,4,0,1,1,1
67,AfrAm,3,2,2,2,2,4,0,1,2,2
68,AfrAm,3,4,1,1,2,3,0,1,1,2
69,AfrAm,2,2,2,1,2,3,1,1,1,2
70,AfrAm,2,2,3,2,3,1,0,0,1,0
71,AfrAm,3,4,3,3,3,2,1,0,2,1
72,AfrAm,3,2,3,2,2,3,0,0,2,1
73,AfrAm,2,5,1,2,3,4,0,0,2,2
74,AfrAm,2,4,2,3,2,3,0,0,3,0
75,AfrAm,3,5,2,2,2,4,0,1,2,0
76,AfrAm,1,1,3,1,3,0,1,1,2,0
77,AfrAm,2,4,2,1,3,3,1,0,2,2
78,AfrAm,2,3,3,1,3,2,1,0,2,1
79,AfrAm,2,3,1,1,2,1,1,1,1,2
80,AfrAm,2,4,2,1,3,3,1,0,1,0
81,AfrAm,1,3,2,1,3,1,0,0,2,0
82,AfrAm,2,3,3,1,3,1,0,1,1,1
83,AfrAm,2,4,2,2,3,1,0,1,1,1
84,AfrAm,2,4,1,2,3,3,1,1,3,1
85,AfrAm,3,3,2,2,3,2,1,0,1,1
86,AfrAm,2,2,2,1,3,1,1,0,1,0
87,AfrAm,1,1,1,2,2,1,0,1,3,1
88,AfrAm,1,1,3,1,2,4,0,0,3,1
89,AfrAm,2,4,2,0,2,3,1,1,1,1
90,AfrAm,2,2,3,2,3,3,0,1,3,2
91,AfrAm,1,1,1,0,2,3,0,1,1,2
92,AfrAm,2,2,3,0,2,1,0,0,2,1
93,AfrAm,2,3,2,2,2,3,0,0,2,0
94,AfrAm,1,1,3,0,3,0,0,1,1,0
95,AfrAm,2,1,3,2,3,0,1,1,1,0
96,AfrAm,2,2,2,2,2,1,0,0,1,0
97,AfrAm,1,2,2,2,2,1,1,0,1,1
98,AfrAm,1,4,2,0,3,3,1,1,1,1
99,AfrAm,2,4,2,2,3,3,0,1,1,0
100,AfrAm,2,4,3,1,1,3,0,1,2,1
101,AfrAm,2,1,1,1,1,4,0,0,2,1
102,AfrAm,3,3,1,2,2,3,0,1,2,2
103,AfrAm,2,4,3,3,2,1,1,1,2,0
104,AfrAm,3,3,3,2,3,3,0,0,2,0
105,AfrAm,3,3,3,1,2,4,1,1,2,1
106,AfrAm,1,2,3,1,3,0,0,1,1,2
107,AfrAm,2,3,2,1,2,4,0,1,2,1
108,AfrAm,2,1,3,2,3,4,1,1,1,0
109,AfrAm,1,2,2,2,2,1,0,1,3,1
110,AfrAm,2,2,3,1,3,4,1,0,0,1
111,AfrAm,1,3,3,1,3,1,0,0,1,1
112,AfrAm,2,3,2,1,2,4,1,0,1,1
113,AfrAm,2,2,3,2,2,3,0,1,1,2
114,AfrAm,1,1,1,1,2,0,0,0,2,2
115,AfrAm,2,3,2,3,3,1,0,0,2,2
116,AfrAm,1,1,3,1,3,0,0,0,3,1
117,AfrAm,2,1,3,3,3,0,1,1,2,2
118,AfrAm,1,1,3,2,2,0,0,0,1,2
119,AfrAm,1,1,2,2,2,2,0,0,2,2
120,AfrAm,1,1,3,1,3,3,1,0,3,2
121,AfrAm,3,1,3,3,3,0,0,0,2,1
122,AfrAm,1,1,2,2,3,0,1,1,2,2
123,AfrAm,2,1,3,1,2,2,0,0,1,1
124,AfrAm,1,1,3,1,3,1,1,1,1,1
125,AfrAm,1,1,3,3,2,0,1,1,3,2
126,AfrAm,1,1,3,2,2,2,1,1,2,1
127,AfrAm,1,1,2,1,3,0,0,1,2,0
128,AfrAm,1,1,2,3,2,2,0,0,1,2
129,AfrAm,1,2,2,3,2,1,1,0,1,2
130,AfrAm,3,2,2,2,2,1,0,0,2,2
131,AfrAm,1,1,3,3,3,0,1,0,2,1
132,AfrAm,1,1,3,2,2,0,0,1,1,2
133,AfrAm,1,1,2,3,2,3,0,0,1,1
134,AfrAm,1,1,2,1,3,1,1,1,3,1
135,AfrAm,1,1,2,2,2,2,0,1,1,1
136,AfrAm,1,3,3,2,3,0,0,0,2,1
137,AfrAm,1,1,3,1,2,0,0,1,2,2
138,AfrAm,1,1,3,2,3,1,0,0,3,1
139,AfrAm,2,2,1,1,2,1,0,0,3,2
140,AfrAm,2,3,2,2,2,4,1,1,3,2
141,AfrAm,1,1,3,1,3,2,1,0,3,2
142,AfrAm,3,3,3,3,2,1,0,1,2,1
143,AfrAm,2,2,2,1,2,1,1,1,1,2
144,AfrAm,2,1,1,2,2,3,1,0,1,2
145,AfrAm,1,1,3,1,2,1,1,0,1,0
146,AfrAm,1,2,2,3,1,1,0,1,3,2
147,AfrAm,1,2,3,1,3,2,0,1,1,2
148,AfrAm,2,4,2,1,2,0,0,1,2,1
149,AfrAm,1,1,3,1,3,0,0,1,1,2
150,AfrAm,1,1,2,2,2,2,0,0,2,2
151,AfrAm,1,1,3,1,3,0,0,1,1,2
152,AfrAm,3,2,3,1,3,0,0,0,3,0
153,AfrAm,2,1,2,1,2,2,1,1,3,2
154,AfrAm,1,3,3,1,3,0,0,0,1,0
155,AfrAm,1,1,2,3,3,3,1,1,1,0
156,AfrAm,1,1,1,3,2,2,0,0,2,1
157,AfrAm,1,1,3,2,3,0,0,0,1,1
158,AfrAm,1,1,3,2,3,0,0,0,1,1
159,AfrAm,1,1,2,3,2,1,0,0,3,2
160,AfrAm,3,2,3,2,3,0,0,1,2,1
161,AfrAm,1,2,2,2,1,4,1,0,2,2
162,AfrAm,1,3,2,1,3,0,1,0,1,0
163,AfrAm,1,1,2,1,3,0,0,1,3,2
164,AfrAm,1,1,2,1,3,1,1,1,1,2
165,AfrAm,1,1,2,1,2,3,0,0,0,2
166,AfrAm,1,1,3,3,3,0,0,1,1,2
167,AfrAm,1,1,3,2,3,0,0,0,1,2
168,AfrAm,1,1,3,2,3,0,0,0,2,1
169,AfrAm,1,1,3,3,2,0,0,0,2,2
170,AfrAm,1,1,3,2,3,0,0,1,3,2
171,AfrAm,1,3,2,1,3,0,0,0,1,2
172,AfrAm,1,1,3,3,3,0,0,1,1,0
173,AfrAm,3,1,3,1,3,2,1,1,2,0
174,AfrAm,2,4,2,1,2,1,0,0,1,0
175,AfrAm,1,2,2,2,2,1,0,0,2,1
176,AfrAm,1,1,3,3,3,0,0,0,3,0
177,AfrAm,1,1,2,1,3,3,1,1,2,2
178,AfrAm,1,2,2,3,2,1,0,1,2,2
179,AfrAm,3,2,1,3,1,3,1,0,1,2
180,AfrAm,1,1,1,1,2,0,1,0,2,2
181,AfrAm,2,2,3,1,3,0,0,0,3,2
182,AfrAm,1,1,3,1,2,0,0,1,1,1
183,AfrAm,3,2,3,2,3,1,0,0,2,1
184,AfrAm,1,2,3,1,2,4,0,1,1,2
185,AfrAm,1,1,2,1,3,1,0,0,1,2
186,AfrAm,1,1,2,2,2,2,0,1,2,2
187,AfrAm,1,1,1,2,2,0,0,1,1,0
188,AfrAm,1,2,3,2,3,0,1,0,1,1
189,AfrAm,1,1,3,2,3,0,0,0,1,1
190,AfrAm,1,1,3,2,3,0,0,0,1,1
191,AfrAm,1,1,2,1,2,0,0,0,1,1
192,AfrAm,3,3,2,1,1,3,0,0,1,1
193,AfrAm,1,1,2,2,3,0,0,0,3,1
194,AfrAm,3,3,3,3,3,0,0,0,2,2
195,AfrAm,2,2,2,3,3,0,0,0,1,2
196,AfrAm,2,3,3,1,2,0,1,1,2,1
197,AfrAm,1,1,3,1,3,0,0,1,1,1
198,AfrAm,2,2,1,1,2,3,0,0,2,1
199,AfrAm,1,2,2,1,2,0,1,0,1,2
200,AfrAm,2,1,1,3,2,2,1,1,2,1
201,AfrAm,1,1,1,1,2,4,0,1,2,1
202,AfrAm,1,1,3,1,3,0,1,0,2,2
203,AfrAm,1,1,3,1,3,0,1,0,1,1
204,AfrAm,1,1,3,1,3,0,0,1,3,0
205,AfrAm,1,1,1,1,3,1,0,1,1,1
206,AfrAm,1,1,3,1,3,1,0,0,1,1
207,AfrAm,1,1,3,2,3,0,1,1,2,2
208,AfrAm,1,1,3,3,3,0,1,0,2,1
209,AfrAm,1,4,3,1,3,0,0,0,2,1
210,AfrAm,1,1,2,1,3,0,0,0,1,1
211,AfrAm,1,1,3,1,3,3,0,0,1,2
212,AfrAm,2,1,1,2,2,3,1,0,3,1
213,AfrAm,1,1,2,1,2,0,0,0,3,2
214,AfrAm,2,3,1,1,1,4,0,0,1,2
215,AfrAm,1,1,3,1,2,0,0,1,1,1
216,AfrAm,1,1,3,3,3,0,0,0,3,0
217,AfrAm,1,1,2,1,3,0,0,1,1,2
218,AfrAm,2,1,2,2,3,3,1,1,2,2
219,AfrAm,1,2,1,1,2,1,1,0,2,1
220,AfrAm,1,1,2,1,3,0,0,0,1,2
221,AfrAm,2,3,2,2,1,4,0,0,1,1
222,AfrAm,1,2,3,1,3,0,1,0,1,1
223,AfrAm,1,1,2,3,3,0,0,1,3,1
224,AfrAm,2,3,2,3,1,4,1,0,3,2
225,AfrAm,1,1,3,3,3,1,0,0,2,0
226,AfrAm,1,1,3,1,3,0,0,0,3,2
227,AfrAm,1,1,3,3,2,0,0,1,1,2
228,AfrAm,1,4,3,3,3,0,0,1,2,2
229,AfrAm,1,1,3,3,3,0,1,1,1,1
230,AfrAm,2,2,3,3,2,2,0,0,2,1
231,AfrAm,3,1,2,3,2,0,0,0,1,2
232,AfrAm,1,2,3,1,3,0,0,0,2,2
233,AfrAm,1,3,3,1,2,0,0,1,2,0
234,AfrAm,1,1,2,2,3,4,1,0,3,1
235,AfrAm,1,1,2,2,2,0,0,0,1,2
236,AfrAm,1,1,2,1,2,0,1,1,2,1
237,AfrAm,1,1,2,1,3,1,0,1,2,2
238,AfrAm,1,1,3,2,3,0,0,0,2,2
239,AfrAm,1,3,3,1,2,3,1,0,1,2
240,AfrAm,1,1,3,1,3,0,0,1,2,2
241,AfrAm,1,2,1,1,2,3,1,0,2,1
242,AfrAm,1,3,3,1,3,0,0,0,1,2
243,AfrAm,1,1,3,1,3,0,0,0,2,2
244,AfrAm,1,1,2,2,2,0,1,0,2,1
245,AfrAm,1,1,2,3,2,2,0,1,3,2
246,AfrAm,1,1,3,2,3,0,0,1,2,1
247,AfrAm,1,1,3,1,3,0,0,0,2,2
248,AfrAm,3,3,1,1,2,1,0,1,1,2
249,AfrAm,1,1,2,3,3,0,0,1,3,2
250,AfrAm,1,2,1,3,2,2,0,1,3,2
251,AfrAm,1,4,3,1,3,0,0,1,1,2
252,AfrAm,1,1,1,1,2,1,0,1,1,1
253,AfrAm,1,1,2,2,3,0,1,0,3,1
254,AfrAm,1,1,2,1,3,0,1,1,1,1
255,AfrAm,1,1,3,3,3,0,0,0,3,2
256,AfrAm,1,1,3,2,3,0,0,0,1,2
257,AfrAm,1,1,3,1,3,3,0,0,1,1
258,AfrAm,1,1,2,2,3,0,0,0,1,2
259,AfrAm,1,4,2,1,2,0,0,0,1,0
260,AfrAm,1,1,3,2,3,1,1,1,1,2
261,AfrAm,2,3,2,2,3,2,0,1,2,2
262,AfrAm,1,1,3,1,3,0,1,0,2,0
263,AfrAm,1,3,1,1,2,1,0,0,1,2
264,AfrAm,1,3,3,1,3,0,0,1,3,2
265,AfrAm,2,1,2,0,2,4,0,0,2,1
266,AfrAm,2,4,1,2,2,1,0,1,2,1
267,AfrAm,2,4,1,0,3,1,0,1,2,0
268,AfrAm,1,3,2,0,2,0,0,1,1,0
269,AfrAm,1,2,2,0,2,3,0,0,2,0
270,AfrAm,2,4,3,0,1,1,0,1,2,0
271,AfrAm,1,3,2,0,2,0,0,1,1,1
272,AfrAm,2,5,2,0,1,1,0,0,1,1
273,AfrAm,1,2,2,1,2,0,0,1,2,0
274,AfrAm,1,2,3,0,2,1,0,1,1,0
275,AfrAm,1,3,2,0,2,3,0,0,1,1
276,AfrAm,2,5,3,1,3,3,0,0,1,1
277,AfrAm,2,3,3,1,3,0,0,0,1,1
278,AfrAm,1,2,3,2,2,0,0,1,1,1
279,AfrAm,2,1,2,2,2,4,0,1,3,1
280,AfrAm,3,4,3,2,2,1,1,1,3,0
281,AfrAm,3,4,2,0,2,0,0,0,2,0
282,AfrAm,1,2,2,2,2,1,0,0,3,1
283,AfrAm,3,4,2,1,2,1,0,0,2,1
284,AfrAm,2,2,2,1,3,1,1,1,1,1
285,AfrAm,2,2,3,1,3,0,0,0,1,2
286,AfrAm,1,2,1,2,3,1,0,1,1,0
287,AfrAm,2,1,1,2,2,1,0,1,1,2
288,AfrAm,2,2,2,3,2,1,0,0,3,2
289,AfrAm,2,2,2,2,2,1,0,0,1,2
290,AfrAm,3,3,2,0,2,1,1,0,0,1
291,AfrAm,1,2,3,2,2,0,0,1,1,1
292,AfrAm,3,2,2,1,2,3,1,0,2,2
293,AfrAm,2,3,2,1,3,3,0,0,2,0
294,AfrAm,1,4,1,1,2,0,1,0,1,2
295,AfrAm,1,3,2,1,2,1,0,1,3,1
296,AfrAm,1,1,1,1,2,1,1,1,1,0
297,AfrAm,1,4,3,2,3,0,0,0,2,0
298,AfrAm,2,1,1,1,2,3,0,0,2,1
299,AfrAm,2,1,1,2,3,1,0,0,2,1
300,AfrAm,2,3,2,2,2,3,1,1,1,2
301,EurAm,2,4,1,2,2,1,0,0,1,2
302,EurAm,2,4,2,1,2,2,0,0,1,0
303,EurAm,2,3,1,1,1,3,1,0,1,1
304,EurAm,3,4,1,1,2,2,0,1,1,2
305,EurAm,3,4,1,3,1,3,0,1,3,0
306,EurAm,2,3,2,3,2,2,0,0,2,0
307,EurAm,2,4,2,2,2,2,0,1,1,0
308,EurAm,2,3,1,1,1,2,0,0,1,2
309,EurAm,3,3,1,2,1,2,0,0,0,1
310,EurAm,2,3,1,1,2,2,0,0,1,0
311,EurAm,2,4,1,2,1,2,0,0,1,2
312,EurAm,2,3,2,1,1,1,1,0,1,0
313,EurAm,3,4,2,0,2,1,1,0,0,1
314,EurAm,3,5,2,0,1,1,1,1,1,0
315,EurAm,3,3,2,1,1,1,1,0,1,1
316,EurAm,2,3,2,2,1,1,0,0,2,0
317,EurAm,1,5,2,1,1,0,0,0,0,0
318,EurAm,2,3,1,1,1,1,0,0,1,0
319,EurAm,2,3,2,1,1,1,1,0,1,1
320,EurAm,1,3,1,1,1,1,0,0,1,0
321,EurAm,3,5,2,2,1,3,0,0,1,1
322,EurAm,1,3,1,1,1,1,0,1,1,0
323,EurAm,2,4,1,0,1,4,1,0,1,1
324,EurAm,2,3,1,0,2,3,0,0,1,1
325,EurAm,3,4,1,1,1,3,0,0,3,2
326,EurAm,1,3,3,3,3,0,0,0,1,1
327,EurAm,3,4,2,1,1,1,1,0,1,1
328,EurAm,1,4,2,0,2,0,0,0,1,0
329,EurAm,2,3,2,1,1,2,0,0,1,1
330,EurAm,3,3,2,1,1,1,0,0,1,0
331,EurAm,1,1,3,2,3,1,0,0,1,2
332,EurAm,2,4,3,0,3,3,1,0,1,2
333,EurAm,1,5,2,0,2,1,1,1,1,0
334,EurAm,1,4,1,1,1,2,0,1,1,1
335,EurAm,3,3,2,0,1,1,1,1,0,0
336,EurAm,2,2,1,1,1,2,1,1,0,0
337,EurAm,2,3,2,0,2,3,0,0,2,1
338,EurAm,2,4,2,1,1,1,0,1,1,0
339,EurAm,3,5,1,2,1,1,0,0,1,1
340,EurAm,3,5,2,1,2,1,1,1,1,1
341,EurAm,3,5,2,1,1,1,0,0,1,0
342,EurAm,2,3,2,1,1,0,1,0,0,1
343,EurAm,2,3,2,1,1,1,0,0,1,1
344,EurAm,1,3,1,3,1,1,1,0,1,1
345,EurAm,2,3,2,1,1,3,1,0,1,1
346,EurAm,2,3,2,1,1,3,0,0,1,0
347,EurAm,2,3,2,0,1,3,1,0,1,0
348,EurAm,3,5,2,2,1,1,1,0,1,1
349,EurAm,1,3,2,1,1,0,0,0,0,0
350,EurAm,1,3,1,0,1,1,0,0,2,1
351,EurAm,2,3,2,1,2,1,0,1,1,0
352,EurAm,2,5,2,1,1,4,1,0,2,0
353,EurAm,1,3,2,0,2,1,1,0,0,0
354,EurAm,1,3,1,0,1,0,1,0,1,1
355,EurAm,2,4,2,1,2,3,0,1,2,0
356,EurAm,3,3,2,1,1,0,0,0,2,1
357,EurAm,2,3,1,1,1,3,1,1,1,0
358,EurAm,3,4,2,1,1,1,1,0,1,0
359,EurAm,2,2,2,1,1,1,0,0,1,1
360,EurAm,2,3,3,1,1,0,1,0,1,0
361,EurAm,2,5,2,0,1,1,1,0,1,0
362,EurAm,2,5,2,2,1,1,0,0,1,1
363,EurAm,2,3,2,1,2,3,1,0,1,1
364,EurAm,2,5,2,0,1,1,0,1,1,0
365,EurAm,2,3,2,2,2,1,1,0,1,1
366,EurAm,1,3,2,1,1,1,1,0,1,1
367,EurAm,2,3,1,1,1,1,1,1,1,1
368,EurAm,1,4,2,1,1,1,0,1,1,1
369,EurAm,1,3,2,1,1,1,1,0,1,0
370,EurAm,2,3,2,0,2,3,0,1,0,0
371,EurAm,2,2,2,0,3,1,1,0,3,1
372,EurAm,1,3,2,1,1,4,0,1,1,0
373,EurAm,2,4,2,0,2,3,1,0,0,0
374,EurAm,2,3,2,1,2,0,0,0,1,1
375,EurAm,2,4,1,0,1,3,1,0,0,0
376,EurAm,2,3,2,1,1,1,0,0,1,1
377,EurAm,1,3,2,0,2,1,1,1,2,0
378,EurAm,1,3,1,1,1,4,1,0,1,0
379,EurAm,3,5,1,1,1,1,1,1,1,1
380,EurAm,2,3,2,1,2,1,0,1,0,1
381,EurAm,2,5,2,1,1,3,0,0,1,0
382,EurAm,2,3,1,0,1,1,1,1,1,1
383,EurAm,3,3,1,1,1,3,0,0,1,0
384,EurAm,3,3,2,2,1,1,1,0,1,1
385,EurAm,2,3,2,1,1,1,0,0,1,1
386,EurAm,1,2,2,1,1,3,0,0,1,0
387,EurAm,1,3,2,1,1,1,0,0,1,1
388,EurAm,1,5,2,1,2,1,0,1,1,0
389,EurAm,1,3,2,0,1,1,1,0,1,0
390,EurAm,3,5,2,1,1,4,0,1,1,0
391,EurAm,3,4,2,2,1,0,1,1,2,0
392,EurAm,2,4,1,1,1,3,0,0,1,1
393,EurAm,2,3,1,1,1,3,0,0,1,1
394,EurAm,1,4,2,1,1,1,0,0,1,0
395,EurAm,1,3,2,0,1,4,0,0,1,1
396,EurAm,1,3,2,1,2,0,1,0,1,1
397,EurAm,2,3,2,0,2,1,0,1,1,0
398,EurAm,1,4,2,2,1,1,0,0,1,0
399,EurAm,2,3,2,0,1,1,1,0,1,0
400,EurAm,2,3,2,1,2,1,0,0,2,0
401,EurAm,2,5,2,1,1,4,0,1,1,1
402,EurAm,2,4,2,2,1,4,1,1,1,1
403,EurAm,3,3,1,1,1,3,0,0,1,0
404,EurAm,1,3,2,1,1,1,0,1,1,1
405,EurAm,2,4,2,0,2,1,0,0,1,1
406,EurAm,3,3,2,1,1,3,1,1,1,0
407,EurAm,1,5,2,1,1,4,1,0,1,0
408,EurAm,1,3,2,0,2,1,1,0,1,1
409,EurAm,3,4,1,1,1,1,0,1,1,0
410,EurAm,2,4,2,1,1,2,0,0,1,1
411,EurAm,1,3,2,0,2,0,0,0,0,0
412,EurAm,2,3,1,1,1,1,1,0,1,0
413,EurAm,2,3,2,1,1,1,0,0,1,0
414,EurAm,2,5,1,1,3,3,0,1,1,1
415,EurAm,1,5,2,1,2,1,0,0,3,0
416,EurAm,1,3,2,2,1,3,1,0,1,0
417,EurAm,3,4,2,2,1,1,0,0,1,0
418,EurAm,2,3,2,0,2,1,0,0,1,0
419,EurAm,2,4,1,1,1,1,1,0,1,0
420,EurAm,3,4,2,1,2,4,0,0,1,0
421,EurAm,2,5,2,2,1,1,1,0,1,0
422,EurAm,2,5,2,1,1,2,1,0,1,0
423,EurAm,1,3,2,1,1,1,0,0,0,0
424,EurAm,2,3,2,1,1,1,0,0,2,0
425,EurAm,2,3,2,1,1,3,1,0,1,0
426,EurAm,2,3,2,1,2,1,0,0,2,0
427,EurAm,2,3,2,1,2,1,1,0,1,1
428,EurAm,1,4,2,1,2,1,1,0,1,0
429,EurAm,2,3,1,1,1,1,1,0,0,0
430,EurAm,1,3,2,1,2,4,1,0,1,0
431,EurAm,1,5,1,2,1,0,1,0,2,0
432,EurAm,1,4,2,0,1,4,1,0,1,1
433,EurAm,2,3,2,1,1,1,0,0,1,0
434,EurAm,2,4,1,1,1,3,0,0,1,1
435,EurAm,2,3,1,1,1,1,1,0,1,0
436,EurAm,2,3,2,1,1,3,0,0,1,0
437,EurAm,1,3,2,1,1,3,0,0,1,1
438,EurAm,3,3,2,1,1,1,0,1,0,1
439,EurAm,2,3,1,1,1,4,1,0,1,0
440,EurAm,3,3,2,1,1,3,1,1,1,0
441,EurAm,2,4,1,2,1,1,0,0,1,0
442,EurAm,3,3,2,1,1,1,0,1,1,2
443,EurAm,2,3,2,1,2,1,1,1,2,0
444,EurAm,2,3,2,1,2,1,1,0,1,1
445,EurAm,3,4,1,0,2,3,1,0,1,1
446,EurAm,2,3,2,1,1,3,1,1,1,0
447,EurAm,2,3,1,1,1,1,1,1,1,1
448,EurAm,2,5,2,1,1,1,1,0,1,0
449,EurAm,3,3,1,1,1,3,0,0,1,0
450,EurAm,2,3,2,1,1,1,1,0,1,1
451,EurAm,2,3,2,1,2,4,1,0,1,1
452,EurAm,2,4,2,1,1,2,0,0,1,1
453,EurAm,2,3,2,1,1,1,0,0,1,1
454,EurAm,2,4,2,0,1,1,0,1,1,0
455,EurAm,3,3,1,2,1,2,1,0,1,1
456,EurAm,3,3,1,1,1,3,0,0,1,0
457,EurAm,3,3,2,0,1,1,1,0,1,0
458,EurAm,2,3,2,1,1,1,0,0,1,1
459,EurAm,1,3,2,1,1,3,0,0,1,1
460,EurAm,1,3,2,3,2,1,0,0,1,1
461,EurAm,3,3,2,1,2,1,1,0,1,0
462,EurAm,3,4,2,1,1,1,0,1,0,1
463,EurAm,2,3,2,1,2,0,1,0,1,0
464,EurAm,2,3,2,1,2,1,1,0,1,0
465,EurAm,3,3,2,0,2,0,0,0,1,0
466,EurAm,2,3,2,1,2,1,1,0,1,0
467,EurAm,2,3,2,1,2,1,0,0,1,0
468,EurAm,3,5,2,1,1,1,0,0,1,1
469,EurAm,3,5,1,2,1,1,0,0,1,1
470,EurAm,2,3,1,3,1,1,1,0,1,1
471,EurAm,1,5,2,0,1,1,0,0,1,0
472,EurAm,3,5,2,1,1,1,1,1,2,0
473,EurAm,1,3,2,1,1,1,0,0,1,1
474,EurAm,3,3,2,2,1,3,0,0,1,1
475,EurAm,3,3,2,0,2,1,0,0,1,0
476,EurAm,2,3,1,1,1,1,0,1,1,0
477,EurAm,2,4,2,1,1,1,0,0,1,1
478,EurAm,3,4,2,1,1,1,0,0,1,0
479,EurAm,2,3,2,1,1,1,0,1,1,0
480,EurAm,2,5,2,1,2,2,0,1,1,1
481,EurAm,1,3,2,0,1,2,0,0,1,0
