MaMDID,Group,ANS,INA,IOB,MT,NAW,NBC,NO,PBD,PZT,ZS
962,EurAm,2,2,2,2,3,1,0,0,2,2
963,EurAm,3,3,2,3,1,4,0,0,1,1
964,EurAm,2,2,2,2,1,4,0,1,1,2
965,EurAm,2,3,2,1,1,4,1,1,2,2
966,EurAm,1,2,1,2,2,3,0,0,2,2
967,EurAm,1,4,2,3,2,1,1,0,2,2
968,EurAm,1,2,2,1,2,4,0,0,1,1
969,EurAm,1,2,2,1,1,4,0,1,1,1
970,EurAm,1,4,2,3,1,4,0,1,1,2
971,EurAm,2,4,2,1,1,4,0,0,1,2
972,EurAm,2,3,2,1,1,3,1,0,1,2
973,EurAm,1,3,2,2,1,2,1,0,2,1
974,EurAm,2,4,2,1,2,1,0,0,1,2
975,EurAm,2,3,2,1,1,3,0,0,1,2
976,EurAm,2,3,1,2,1,1,0,0,2,1
977,EurAm,3,3,1,1,1,1,0,0,1,1
978,EurAm,2,3,1,1,1,1,0,0,1,1
979,EurAm,1,3,2,2,1,4,1,1,1,0
980,EurAm,2,3,2,2,1,0,0,1,2,0
981,EurAm,2,3,1,1,2,1,0,1,2,1
982,EurAm,1,4,1,1,2,1,1,0,1,1
983,EurAm,2,1,1,1,2,1,0,0,1,2
984,EurAm,1,3,1,3,1,3,0,0,1,1
985,EurAm,1,2,1,2,2,1,1,0,1,0
986,EurAm,2,2,1,1,2,1,1,0,1,0
987,EurAm,1,2,1,1,2,1,1,0,1,2
988,EurAm,2,3,1,2,2,3,0,0,2,2
989,EurAm,1,3,1,2,2,1,0,1,1,1
990,EurAm,2,3,2,1,1,1,0,1,1,0
991,EurAm,2,3,2,1,1,1,1,0,1,1
992,EurAm,1,3,1,1,3,1,1,0,2,1
993,EurAm,1,3,2,1,2,1,0,1,1,0
994,EurAm,1,1,2,2,2,0,0,0,1,2
995,EurAm,2,3,2,1,2,4,1,1,2,1
996,EurAm,1,2,1,1,2,1,0,0,1,2
997,EurAm,2,3,2,2,1,1,0,0,2,2
998,EurAm,2,3,2,1,1,1,0,0,1,0
999,EurAm,2,2,2,1,1,1,0,0,2,0
1000,EurAm,2,3,1,1,2,1,0,0,3,0
1001,EurAm,1,3,1,1,2,1,1,0,3,0
1002,EurAm,2,3,2,1,2,1,0,1,1,0
1003,EurAm,1,3,1,1,2,3,1,0,1,0
1004,EurAm,2,3,1,1,2,1,0,0,1,1
1005,EurAm,2,3,2,1,1,3,0,0,1,1
1006,EurAm,1,3,2,2,2,1,0,0,1,1
1007,EurAm,2,3,1,1,1,3,0,0,1,0
1008,EurAm,1,3,1,1,2,1,1,0,1,2
1009,EurAm,2,3,2,1,1,1,0,0,1,0
1010,EurAm,2,2,2,1,2,1,1,0,2,0
1011,EurAm,2,2,2,1,1,1,1,0,2,1
1012,EurAm,1,3,1,1,1,1,0,0,2,0
1013,EurAm,2,3,1,1,2,4,0,1,1,0
1014,EurAm,2,3,1,1,2,1,0,1,1,0
1015,EurAm,1,3,1,2,1,3,1,0,2,1
1016,EurAm,1,3,1,2,2,1,1,0,1,1
1017,EurAm,1,3,1,1,2,4,1,1,1,2
1018,EurAm,2,3,2,2,1,1,1,0,1,1
1019,EurAm,2,3,1,1,1,1,0,0,1,0
1020,EurAm,2,3,2,1,1,1,1,0,2,0
1021,EurAm,1,3,1,1,1,1,0,1,1,1
1022,EurAm,2,3,2,1,1,1,1,1,1,1
1023,EurAm,2,3,2,1,1,1,1,0,3,0
1024,EurAm,1,3,1,2,1,1,1,0,1,0
1025,EurAm,2,3,2,1,1,4,1,0,1,0
1026,EurAm,2,3,1,1,1,1,1,0,1,1
1027,EurAm,2,4,2,2,1,1,0,0,0,0
1028,EurAm,1,2,1,2,1,0,0,1,1,2
1029,EurAm,2,3,1,1,2,4,1,1,3,0
1030,EurAm,1,3,1,1,2,1,0,1,2,1
1031,EurAm,2,3,1,1,1,1,0,0,1,0
1032,EurAm,2,3,2,1,2,1,1,0,1,0
1033,EurAm,2,3,2,1,1,1,1,0,2,0
1034,EurAm,1,3,2,1,2,1,0,0,1,1
1035,EurAm,2,3,2,1,1,1,0,0,1,0
1036,EurAm,2,2,1,1,1,3,0,0,1,1
1037,EurAm,1,3,1,1,1,1,0,0,0,1
1038,EurAm,1,3,1,1,1,1,0,0,1,0
1039,EurAm,2,3,1,1,1,1,0,0,0,0
1040,EurAm,2,3,1,1,2,1,1,0,1,0
1041,EurAm,2,3,1,1,1,1,0,0,1,0
1042,EurAm,1,2,3,1,2,3,1,0,0,0
1043,EurAm,1,2,1,2,1,1,1,0,1,1
1044,EurAm,1,3,3,1,1,1,0,1,1,1
1045,EurAm,2,2,1,2,1,1,0,1,1,1
1046,EurAm,2,3,2,3,2,1,1,1,3,0
1047,EurAm,2,3,2,2,1,4,1,0,2,2
1048,EurAm,2,3,1,1,1,4,1,0,2,0
1049,EurAm,1,3,1,1,1,1,0,0,1,1
1050,EurAm,2,3,2,2,2,0,0,1,2,0
1051,EurAm,1,3,1,2,1,3,1,0,1,2
1052,EurAm,2,3,2,2,2,1,0,0,1,2
1053,EurAm,2,3,1,1,1,1,0,0,1,1
1054,EurAm,1,3,1,1,1,1,0,0,0,0
1055,EurAm,2,3,1,2,2,1,0,0,1,0
1056,EurAm,3,3,1,2,1,3,0,0,1,1
1057,EurAm,2,3,1,1,1,1,1,1,1,1
1058,EurAm,2,3,1,1,2,3,0,0,2,1
1059,EurAm,1,3,1,2,1,1,0,0,1,0
1060,EurAm,1,3,1,2,2,3,1,0,1,1
1061,EurAm,2,2,1,1,2,1,0,0,3,1
1062,EurAm,3,3,1,1,1,1,0,0,1,1
1063,EurAm,2,3,1,2,1,0,1,0,1,2
1064,EurAm,2,3,2,2,2,1,0,0,1,1
1065,EurAm,1,4,2,1,2,3,1,1,1,0
1066,EurAm,2,3,1,1,1,1,0,1,1,1
1067,EurAm,1,3,2,2,1,1,1,0,1,0
1068,EurAm,1,3,3,2,2,4,1,1,0,0
1069,EurAm,2,3,1,2,1,3,0,0,1,1
1070,EurAm,2,3,1,1,2,3,0,0,1,1
1071,EurAm,2,3,1,1,2,1,0,1,1,1
1072,EurAm,2,3,1,1,2,1,0,0,0,0
1073,EurAm,2,3,1,1,1,4,0,1,1,1
1074,EurAm,1,2,1,1,1,1,0,0,1,0
1075,EurAm,2,3,1,0,1,3,0,0,1,1
1076,EurAm,2,3,1,1,1,1,0,0,1,1
1077,EurAm,2,3,1,1,1,3,1,0,0,1
1078,EurAm,2,3,1,1,2,1,1,0,1,0
1079,EurAm,2,3,2,1,2,1,1,0,1,0
1080,EurAm,2,3,1,1,1,1,1,0,1,1
1081,EurAm,2,3,1,1,1,4,1,1,1,0
1082,EurAm,2,3,1,2,1,1,0,0,3,0
1083,EurAm,2,3,2,1,1,1,1,0,2,0
1084,EurAm,2,2,1,1,2,3,0,0,1,2
1085,EurAm,1,3,2,1,1,1,1,0,3,0
1086,EurAm,3,3,2,1,1,1,1,1,1,1
1087,EurAm,1,3,2,2,1,4,0,0,2,0
1088,EurAm,1,3,1,1,1,4,0,1,3,1
1089,EurAm,2,4,2,1,1,1,0,1,1,0
1090,EurAm,2,3,1,1,1,3,0,0,1,1
1091,EurAm,1,4,2,1,2,1,1,0,1,0
1092,EurAm,1,4,1,2,1,3,0,0,1,1
1093,EurAm,2,5,2,0,1,1,1,0,0,0
1094,EurAm,2,3,1,0,1,3,1,0,1,0
1095,EurAm,2,4,1,2,1,1,1,0,1,2
1096,EurAm,1,3,1,0,2,4,1,1,1,0
1097,EurAm,2,4,2,0,2,3,0,1,1,1
1098,EurAm,2,3,1,1,1,3,1,0,1,0
1099,EurAm,2,4,1,1,2,1,0,1,1,0
1100,EurAm,1,3,1,1,2,3,1,1,1,0
1101,EurAm,2,3,1,1,1,3,1,1,1,0
1102,EurAm,1,2,1,1,1,3,0,0,2,0
1103,EurAm,2,4,1,0,1,1,1,1,1,0
1104,EurAm,2,3,1,1,1,1,1,0,1,0
1105,EurAm,1,1,1,1,2,3,1,0,1,1
1106,EurAm,2,4,1,3,2,3,0,0,1,0
1107,EurAm,3,4,1,0,2,3,0,0,1,1
1108,EurAm,2,4,2,0,2,3,0,1,0,0
1109,EurAm,2,3,1,0,1,3,0,0,1,1
1110,EurAm,2,3,1,0,2,1,1,1,1,0
1111,EurAm,2,3,2,1,1,1,0,0,1,0
1112,EurAm,2,3,2,1,2,1,0,0,1,1
1113,EurAm,3,5,1,1,2,1,1,0,0,0
1114,EurAm,1,1,2,0,2,0,0,1,1,0
1115,EurAm,2,3,2,1,2,3,0,1,1,1
1116,EurAm,2,3,3,0,2,3,1,0,1,1
1117,EurAm,2,4,2,0,1,1,0,1,1,0
1118,EurAm,1,4,2,1,2,1,1,1,0,0
1119,EurAm,2,4,1,2,1,1,1,0,1,1
1120,EurAm,3,3,1,1,2,1,1,0,2,0
1121,EurAm,1,3,2,1,1,1,0,0,2,0
1122,EurAm,2,4,1,1,1,1,0,0,0,1
1123,EurAm,3,5,2,1,1,3,1,0,1,0
1124,EurAm,1,3,2,0,1,1,0,1,1,1
1125,EurAm,3,4,1,0,2,1,0,0,1,1
1126,EurAm,2,4,1,1,1,1,0,1,2,1
1127,EurAm,3,5,2,1,3,0,0,0,0,1
1128,EurAm,1,3,1,1,2,1,1,1,2,1
1129,EurAm,2,4,2,1,1,1,1,0,1,1
1130,EurAm,2,3,2,1,2,1,0,0,1,1
1131,EurAm,2,3,1,1,2,4,1,0,2,1
1132,EurAm,1,1,1,0,2,1,1,0,2,0
1133,EurAm,2,3,1,0,2,1,0,1,1,1
1134,EurAm,2,3,1,0,2,4,0,1,1,1
1135,EurAm,2,4,3,1,2,1,0,0,0,1
1136,EurAm,2,5,1,0,1,1,0,0,1,0
1137,EurAm,2,4,2,0,2,4,1,1,2,0
1138,EurAm,2,4,2,1,2,1,0,0,2,1
1139,EurAm,2,3,1,2,1,4,0,0,2,1
1140,EurAm,1,3,1,1,1,1,1,0,1,0
1141,EurAm,2,3,2,1,1,1,0,1,2,0
1142,EurAm,3,5,2,0,2,1,1,0,1,1
1143,EurAm,2,5,2,0,3,1,1,0,1,1
1144,EurAm,2,5,1,0,2,1,1,0,1,0
1145,EurAm,3,4,2,1,2,3,1,0,1,1
1146,EurAm,2,3,2,1,1,1,0,0,1,1
1147,EurAm,2,3,2,1,1,4,0,0,2,1
1148,EurAm,2,3,2,0,2,1,0,1,1,0
1149,EurAm,1,3,2,1,1,4,0,1,1,0
1150,EurAm,3,4,1,1,1,4,0,0,1,1
1151,EurAm,1,4,2,1,2,4,1,1,2,1
1152,EurAm,2,3,2,1,1,4,0,0,2,1
1153,EurAm,2,4,1,0,2,1,0,0,1,0
1154,EurAm,2,3,1,0,2,1,1,0,1,1
1155,EurAm,2,3,2,1,2,1,1,0,1,2
1156,EurAm,2,4,1,0,1,3,0,1,1,1
1157,EurAm,2,4,2,0,2,4,1,1,0,0
1158,EurAm,1,4,1,2,2,1,0,1,0,1
1159,EurAm,2,3,2,1,2,1,1,0,1,0
1160,EurAm,2,3,2,1,2,1,0,0,2,0
1161,EurAm,1,3,1,0,1,1,1,1,1,1
1162,EurAm,1,3,1,1,2,1,0,0,2,1
1163,EurAm,2,3,2,0,2,1,1,0,1,0
1164,EurAm,2,4,2,0,2,1,1,0,1,1
1165,EurAm,2,3,1,0,2,1,0,0,1,1
1166,EurAm,2,5,2,1,2,0,1,0,2,1
1167,EurAm,1,5,1,0,2,1,1,1,1,1
1168,EurAm,2,5,2,0,3,3,0,0,3,0
1169,EurAm,2,5,2,1,1,1,1,1,1,1
1170,EurAm,2,5,1,1,2,3,0,0,1,1
1171,EurAm,2,4,2,0,1,4,1,0,1,0
1172,EurAm,1,3,2,1,2,3,0,0,2,0
1173,EurAm,2,4,2,1,2,1,0,0,2,1
1174,EurAm,2,5,2,0,2,3,0,0,2,1
1175,EurAm,3,2,2,0,1,1,0,0,2,0
1176,EurAm,3,4,2,0,2,3,0,0,1,0
1177,EurAm,2,3,2,0,2,1,1,0,1,0
1178,EurAm,2,3,2,1,2,1,1,0,1,1
1179,EurAm,2,4,2,0,2,4,0,0,1,0
1180,EurAm,1,5,2,0,2,3,1,0,1,0
1181,EurAm,2,5,1,0,2,1,1,0,1,1
1182,EurAm,3,4,2,0,1,4,0,0,1,0
1183,EurAm,3,3,1,0,2,1,0,0,1,1
1184,EurAm,1,4,2,0,2,1,1,0,3,1
1185,EurAm,2,3,2,0,1,1,0,0,1,1
1186,EurAm,2,4,2,0,1,1,1,0,1,0
1187,EurAm,2,3,2,0,1,1,0,0,2,0
1188,EurAm,1,3,2,0,1,1,1,0,1,0
1189,EurAm,2,4,2,0,2,0,0,0,3,0
1190,EurAm,2,3,1,0,2,1,0,0,2,0
1191,EurAm,2,3,1,0,2,2,0,0,1,0
1192,EurAm,1,4,2,1,2,4,0,1,1,0
1193,EurAm,2,4,2,0,2,4,1,0,1,0
1194,EurAm,3,3,2,1,1,1,1,0,2,0
1195,EurAm,2,4,2,0,2,1,0,0,1,1
1196,EurAm,1,4,1,0,1,1,0,0,2,1
1197,EurAm,3,3,2,0,1,1,1,0,0,1
1198,EurAm,3,4,2,0,2,1,1,0,1,0
1199,EurAm,2,5,1,1,1,1,1,0,1,0
1200,EurAm,2,3,1,0,1,3,0,0,1,0
1201,EurAm,2,3,2,1,1,1,0,1,1,0
1202,EurAm,3,5,2,0,3,4,0,0,3,0
1203,EurAm,1,4,2,0,2,1,0,0,1,1
1204,EurAm,3,5,1,0,2,1,0,0,2,0
1205,EurAm,3,3,2,2,2,1,0,0,2,1
1206,EurAm,3,4,2,0,1,1,0,0,1,0
1207,EurAm,1,3,1,0,2,1,1,0,1,1
1208,EurAm,3,5,2,0,2,1,0,0,3,0
1209,EurAm,2,4,3,1,2,1,1,0,2,1
1210,EurAm,1,4,1,0,2,1,1,1,2,1
1211,EurAm,1,3,2,1,2,1,0,0,1,0
1212,EurAm,1,5,3,1,2,1,1,0,1,1
1213,EurAm,1,4,1,0,2,1,1,0,1,1
1214,EurAm,1,5,1,0,2,1,0,0,1,0
1215,EurAm,2,3,1,0,2,1,0,0,1,1
1216,EurAm,3,3,1,0,2,1,0,0,1,1
1217,EurAm,1,4,2,0,2,1,1,0,1,0
1218,EurAm,2,4,2,0,2,1,1,0,2,1
1219,EurAm,2,4,2,2,2,1,0,0,1,1
1220,EurAm,2,4,2,1,2,3,1,0,1,1
1221,EurAm,2,3,2,1,1,1,0,0,1,1
1222,EurAm,2,3,2,0,2,1,1,0,1,0
1223,EurAm,2,3,1,1,2,3,0,0,1,0
1224,EurAm,2,3,2,1,2,0,0,0,2,1
1225,EurAm,2,5,1,1,2,1,0,0,1,0
1226,EurAm,3,5,2,1,2,3,0,0,1,1
1227,EurAm,2,4,1,0,3,3,1,0,1,1
1228,EurAm,1,3,2,0,2,3,0,0,1,0
1229,EurAm,2,5,2,0,2,1,0,0,1,1
1230,EurAm,3,5,1,1,1,3,1,0,1,1
1231,EurAm,3,4,2,1,2,1,0,1,1,1
1232,EurAm,2,4,1,0,2,1,0,0,3,1
1233,EurAm,2,3,2,1,2,1,1,0,1,1
1234,EurAm,1,5,1,1,1,1,1,0,1,1
1235,EurAm,2,4,2,0,2,1,1,0,1,1
1236,EurAm,3,4,1,1,1,3,0,0,0,1
1237,EurAm,2,4,2,0,2,1,1,0,1,1
1238,EurAm,2,4,2,1,2,4,0,1,1,0
1239,EurAm,2,1,1,0,1,4,1,0,1,1
1240,EurAm,2,4,2,0,2,3,1,0,3,0
1241,EurAm,1,3,2,1,2,2,1,0,1,1
1242,EurAm,2,3,2,1,2,4,1,1,1,0
1243,EurAm,2,3,1,1,2,4,0,1,1,1
1244,EurAm,2,4,1,1,2,1,1,0,1,1
1245,EurAm,2,4,1,0,2,3,0,0,1,1
1246,EurAm,2,4,2,1,2,1,1,0,0,1
1247,EurAm,3,5,2,1,2,1,0,0,1,0
1248,EurAm,3,4,2,0,2,1,1,0,1,1
1249,EurAm,3,4,2,1,1,1,0,0,1,0
1250,EurAm,2,5,2,1,1,3,1,0,2,1
1251,EurAm,2,4,2,1,2,3,1,0,1,0
1252,EurAm,2,4,1,1,2,1,1,1,1,1
1253,EurAm,2,5,2,1,2,1,1,0,1,1
1254,EurAm,2,3,2,0,2,4,1,1,1,1
1255,EurAm,2,4,2,1,2,3,1,0,1,0
1256,EurAm,2,4,1,0,2,3,0,0,2,1
1257,EurAm,2,3,2,1,1,1,0,0,1,1
1258,EurAm,3,5,2,1,2,1,1,0,2,1
1259,EurAm,2,5,2,1,1,4,0,0,1,2
1260,EurAm,2,5,1,1,1,3,0,0,2,1
1261,EurAm,3,3,1,1,2,3,0,0,1,0
1262,EurAm,1,5,1,2,2,1,0,0,1,1
1263,EurAm,2,4,1,1,2,1,0,0,1,1
1264,EurAm,2,5,1,0,2,1,1,0,1,1
1265,EurAm,2,5,1,0,2,3,1,0,1,1
1266,EurAm,2,4,1,0,2,1,0,0,1,1
1267,EurAm,3,5,2,0,2,3,0,0,2,1
1268,EurAm,2,3,1,1,3,1,0,0,1,1
1269,EurAm,1,4,3,0,1,3,0,0,1,0
1270,EurAm,2,3,1,1,2,3,0,0,0,1
1271,EurAm,1,4,2,0,2,3,0,0,1,1
1272,EurAm,2,3,1,1,1,3,1,1,1,2
1273,EurAm,2,3,1,1,2,3,0,0,3,1
1274,EurAm,2,5,1,0,2,1,0,0,1,1
1275,EurAm,2,3,2,1,2,3,0,0,1,0
1276,EurAm,2,4,2,1,1,1,0,0,1,1
1277,EurAm,3,3,2,1,3,1,0,0,1,1
1278,EurAm,3,4,1,1,2,3,0,1,1,1
1279,EurAm,3,5,2,1,1,1,0,0,1,1
1280,EurAm,2,3,2,1,1,1,0,0,1,1
1281,EurAm,1,4,2,0,2,1,0,1,1,1
1282,EurAm,2,3,1,1,2,3,0,0,1,1
1283,EurAm,2,3,2,1,1,3,0,0,2,1
1284,EurAm,2,3,1,0,1,3,0,0,2,1
1285,EurAm,1,5,1,0,1,3,0,0,1,1
1286,EurAm,2,3,2,1,2,3,0,0,2,1
1287,EurAm,3,4,1,1,1,3,1,1,1,1
1288,EurAm,3,5,2,0,1,3,0,0,1,0
1289,EurAm,2,3,1,1,1,3,0,0,1,0
1290,EurAm,3,5,1,1,1,3,1,0,1,1
1291,EurAm,2,3,3,1,2,0,0,0,1,0
1292,EurAm,2,4,1,0,2,2,0,0,1,0
1293,EurAm,2,3,1,2,2,0,1,0,1,0
1294,EurAm,3,4,2,0,1,3,0,0,1,0
1295,EurAm,3,4,1,0,1,3,1,0,1,1
1296,EurAm,3,3,1,1,1,1,1,0,1,0
1297,EurAm,3,4,1,0,1,2,0,0,1,0
1298,EurAm,3,3,1,0,1,2,1,0,1,1
1299,EurAm,2,2,2,1,1,3,0,0,0,1
1300,EurAm,1,3,1,1,2,0,1,1,1,2
1301,EurAm,3,3,2,1,2,3,0,0,2,2
1302,EurAm,2,3,1,1,1,1,1,0,0,0
1303,EurAm,1,3,1,0,1,1,1,0,2,0
1304,EurAm,2,5,2,1,2,3,0,0,1,1
1305,EurAm,3,4,2,0,2,1,0,1,2,2
1306,EurAm,3,4,1,0,1,2,0,1,1,1
1307,EurAm,2,3,2,0,1,1,0,1,1,0
1308,EurAm,3,4,2,1,1,3,0,0,1,2
1309,EurAm,2,3,1,1,1,3,0,0,2,1
1310,EurAm,2,1,1,2,2,1,0,0,1,0
1311,EurAm,2,5,1,0,2,2,0,0,1,0
1312,EurAm,1,1,3,0,2,3,0,0,0,1
1313,EurAm,3,4,2,1,1,3,0,1,1,1
1314,EurAm,2,4,2,1,1,3,0,0,2,0
1315,EurAm,2,4,2,1,2,3,0,0,1,1
1316,EurAm,2,4,2,0,2,3,1,0,3,1
1317,EurAm,2,5,1,1,1,3,1,0,3,1
1318,EurAm,1,4,2,0,3,3,1,0,1,1
1319,EurAm,3,4,1,1,1,1,1,0,1,1
1320,EurAm,3,4,2,3,2,2,0,0,0,2
1321,EurAm,2,4,1,0,2,3,0,0,1,1
1322,EurAm,3,3,2,1,1,1,0,0,2,1
1323,EurAm,1,3,2,1,1,3,1,0,1,1
1324,EurAm,2,4,1,0,1,2,1,1,1,1
1325,EurAm,2,3,1,2,2,1,0,1,1,1
1326,EurAm,2,4,2,0,1,3,0,0,1,0
1327,EurAm,3,5,1,0,1,3,0,0,2,0
1328,EurAm,1,3,1,2,2,3,0,0,2,1
1329,EurAm,2,4,2,1,2,2,0,0,1,1
1330,EurAm,1,3,2,0,2,1,1,1,2,0
1331,EurAm,2,4,1,2,2,2,1,0,1,1
1332,EurAm,3,4,1,0,1,3,1,0,1,1
1333,EurAm,3,3,1,0,2,3,0,0,1,1
1334,EurAm,2,4,1,1,1,3,0,0,1,1
1335,EurAm,1,4,2,0,1,3,0,0,1,1
1336,EurAm,3,4,1,0,1,3,0,1,1,1
1337,EurAm,3,4,1,1,1,3,1,0,2,1
1338,EurAm,3,4,2,1,2,2,0,1,1,1
1339,EurAm,2,4,1,0,2,2,0,0,1,1
1340,EurAm,2,4,2,0,1,3,0,0,1,0
1341,EurAm,2,5,2,1,1,2,0,0,1,1
1342,EurAm,3,5,1,0,1,3,0,0,1,0
1343,EurAm,3,4,2,1,2,3,0,0,2,0
1344,EurAm,3,4,1,2,1,2,1,0,2,1
1345,EurAm,3,4,1,1,1,3,1,1,1,1
1346,EurAm,2,4,2,0,1,3,0,1,1,1
1347,EurAm,1,4,1,0,1,1,0,1,2,0
1348,EurAm,3,5,1,1,1,3,0,0,1,1
1349,EurAm,2,4,1,0,2,3,1,0,1,2
1350,EurAm,2,5,2,0,2,3,0,0,1,0
1351,EurAm,3,4,2,1,1,3,0,0,3,1
1352,EurAm,2,4,2,0,1,3,0,1,2,2
1353,EurAm,1,4,1,0,1,3,0,0,1,0
1354,EurAm,3,5,2,0,2,1,1,1,1,1
1355,EurAm,3,4,1,1,2,1,0,0,2,2
1356,EurAm,3,4,1,1,1,3,1,0,1,1
1357,EurAm,3,5,2,2,2,2,0,0,1,1
1358,EurAm,3,5,1,1,2,2,0,0,2,1
1359,EurAm,3,4,1,0,1,3,0,1,2,1
1360,EurAm,3,4,1,1,1,3,1,0,3,1
1361,EurAm,1,4,1,0,2,3,0,0,1,1
1362,EurAm,2,4,2,2,2,1,1,0,2,1
1363,EurAm,2,4,1,1,1,3,1,0,2,0
1364,EurAm,2,3,2,0,1,3,0,0,1,1
1365,EurAm,2,4,1,1,1,3,1,0,1,1
1366,EurAm,3,5,1,0,1,3,1,0,1,0
1367,EurAm,3,3,2,1,2,0,0,1,2,0
1368,EurAm,3,5,2,1,2,2,0,1,1,1
1369,EurAm,1,3,1,0,1,3,0,0,1,1
1370,EurAm,2,4,1,1,2,2,1,0,1,1
1371,EurAm,3,4,2,0,2,3,0,1,2,0
1372,EurAm,1,3,1,0,1,3,0,0,1,1
1373,EurAm,2,4,1,1,1,3,1,0,2,1
1374,EurAm,3,3,1,0,1,3,0,0,1,1
1375,EurAm,2,5,1,0,1,3,1,0,1,0
1376,EurAm,2,3,1,0,1,3,0,0,1,0
1377,EurAm,2,4,1,2,1,3,0,0,2,0
1378,EurAm,2,4,1,0,1,3,0,0,2,1
1379,EurAm,2,4,1,1,1,3,0,0,2,2
1380,EurAm,2,4,1,0,1,2,0,0,1,1
1381,EurAm,3,5,2,1,2,3,0,0,1,0
1382,EurAm,2,4,2,1,2,2,1,0,1,1
1383,EurAm,2,4,2,0,2,3,0,0,1,1
1384,EurAm,3,5,2,2,2,3,0,0,3,1
1385,EurAm,3,3,1,0,1,1,0,1,0,1
1386,EurAm,3,4,2,0,2,3,1,0,0,0
1387,EurAm,3,5,3,0,2,2,0,0,1,1
1388,EurAm,3,4,2,0,2,1,0,0,1,1
1389,EurAm,3,5,1,1,1,3,0,0,1,1
1390,EurAm,3,5,1,1,1,1,1,0,2,1
1391,EurAm,2,4,1,0,2,3,1,0,1,1
1392,EurAm,2,4,2,1,2,3,1,0,1,0
1393,EurAm,2,3,1,0,1,2,1,0,1,1
1394,EurAm,3,5,3,0,1,3,1,0,2,1
1395,EurAm,3,5,2,0,1,3,1,0,1,1
1396,EurAm,2,4,1,1,1,3,0,0,0,1
1397,EurAm,2,4,1,0,2,3,0,1,2,1
1398,EurAm,2,2,1,1,1,1,0,0,2,0
1399,EurAm,2,4,2,0,2,1,1,0,1,1
1400,EurAm,2,4,2,1,2,3,0,0,2,1
1401,EurAm,2,5,2,0,1,3,1,0,3,1
1402,EurAm,3,5,1,0,2,3,1,0,1,1
1403,EurAm,1,4,1,1,2,2,0,1,1,1
1404,EurAm,1,4,2,1,2,3,0,0,1,1
1405,EurAm,3,4,2,1,1,2,0,1,3,1
1406,EurAm,1,3,1,1,2,3,0,0,1,1
1407,EurAm,3,5,3,0,2,2,1,0,2,1
1408,EurAm,2,4,1,1,2,3,1,1,0,1
1409,EurAm,3,4,2,0,2,2,0,0,1,1
1410,EurAm,1,4,1,0,1,3,0,0,1,0
1411,EurAm,3,5,2,0,1,3,0,0,1,1
1412,EurAm,3,4,1,0,2,3,1,0,1,1
1413,EurAm,3,5,3,0,2,2,0,0,1,0
1414,EurAm,2,5,2,2,2,3,0,0,2,1
1415,EurAm,3,4,2,0,2,0,0,1,1,1
1416,EurAm,3,3,2,1,2,3,1,1,1,0
1417,EurAm,2,4,1,1,1,3,1,0,3,1
1418,EurAm,2,4,1,1,1,3,0,1,1,1
1419,EurAm,1,4,1,0,2,1,0,0,2,1
1420,EurAm,3,4,2,0,1,1,0,0,1,1
1457,AsAm,2,2,2,1,2,3,1,1,2,2
1458,AsAm,2,2,2,3,2,0,0,0,3,2
1459,AsAm,2,2,1,2,2,2,0,0,2,1
1460,AsAm,2,2,3,2,3,0,0,0,3,2
1461,AsAm,2,2,1,1,2,2,1,0,3,1
1462,AsAm,2,2,1,2,2,2,0,0,2,1
1463,AsAm,2,2,1,2,2,1,0,0,3,0
